epoch,accuracy,loss,val_accuracy,val_loss
0,0.11245639622211456,2.4071881771087646,0.10899963974952698,2.2676923274993896
1,0.11251207441091537,2.387937307357788,0.10756543278694153,2.2568087577819824
2,0.11238572746515274,2.3736321926116943,0.108163021504879,2.2480549812316895
3,0.1128654032945633,2.3562912940979004,0.10804350674152374,2.24096417427063
4,0.11320588737726212,2.3432514667510986,0.10672881454229355,2.234921455383301
5,0.11356993019580841,2.3335039615631104,0.1055336445569992,2.2298014163970947
6,0.11430443823337555,2.3229238986968994,0.10505557805299759,2.225621223449707
7,0.11400891840457916,2.313063621520996,0.10648977756500244,2.2220683097839355
8,0.11590835452079773,2.3055057525634766,0.10577268153429031,2.218984842300415
9,0.11597688496112823,2.298358678817749,0.10409943759441376,2.2162857055664062
10,0.11600900441408157,2.293177604675293,0.10541412979364395,2.2139971256256104
11,0.11676492542028427,2.286111831665039,0.10409943759441376,2.21199107170105
12,0.1177820935845375,2.2812108993530273,0.10206764936447144,2.210195779800415
13,0.11785061657428741,2.275784492492676,0.10015537589788437,2.208545446395874
14,0.11872860044240952,2.269710063934326,0.09884068369865417,2.2071080207824707
15,0.11908192932605743,2.268056869506836,0.09489661455154419,2.2057626247406006
16,0.11972007155418396,2.263563871383667,0.09143061935901642,2.204596996307373
17,0.12100277841091156,2.258863925933838,0.08844269067049026,2.2035229206085205
18,0.12026399374008179,2.2559075355529785,0.0867694541811943,2.2025139331817627
19,0.12161308526992798,2.2540082931518555,0.085215725004673,2.2016851902008057
20,0.12320629507303238,2.249009609222412,0.0836620032787323,2.200901508331299
21,0.12337332963943481,2.245488405227661,0.08258634805679321,2.200253486633301
22,0.12425130605697632,2.244434118270874,0.07959841936826706,2.19966983795166
23,0.1242898553609848,2.241396427154541,0.08031552284955978,2.1992151737213135
24,0.12525992095470428,2.238374710083008,0.07935938984155655,2.1988325119018555
25,0.1258295327425003,2.2358648777008057,0.07840324938297272,2.198462963104248
26,0.12696020305156708,2.234001636505127,0.0794789046049118,2.1980159282684326
27,0.128433495759964,2.230743408203125,0.08031552284955978,2.1976001262664795
28,0.12868189811706543,2.228085994720459,0.08151070028543472,2.1972436904907227
29,0.13053636252880096,2.226400375366211,0.08294489979743958,2.1969292163848877
30,0.13081474602222443,2.2251639366149902,0.08378152549266815,2.196619749069214
31,0.1322173774242401,2.222853660583496,0.08461814373731613,2.1962945461273193
32,0.13341441750526428,2.2206315994262695,0.08700848370790482,2.1960184574127197
33,0.13367138803005219,2.2199244499206543,0.0907135158777237,2.1957647800445557
34,0.13512541353702545,2.217223882675171,0.0922672376036644,2.195497989654541
35,0.13576997816562653,2.2153220176696777,0.0953746885061264,2.1952710151672363
36,0.1366993486881256,2.213521957397461,0.09752599149942398,2.19508957862854
37,0.13764800131320953,2.212571382522583,0.09872116893529892,2.1949291229248047
38,0.13940609991550446,2.2104947566986084,0.10182861238718033,2.19474458694458
39,0.14038044214248657,2.2093563079833984,0.1039799228310585,2.1945559978485107
