Timestamp,a_x,a_y,a_z,g_x,g_y,g_z,w_x,w_y,w_z,r_x,r_y,r_z,q_w,q_x,q_y,q_z
0.8999999761581421,0.24127896130084991,-0.7754369378089905,-0.6060459017753601,-87.75946044921875,20.676868438720703,19.675844192504883,0.0,0.0,0.0,49.80162048339844,13.53720760345459,157.462646484375,0.22467690706253052,0.023138828575611115,-0.4309435188770294,-0.8736547827720642
0.9099999666213989,0.22761857509613037,-0.7271989583969116,-0.6453532576560974,-21.90376091003418,4.627779960632324,2.7146050930023193,0.0,0.0,0.0,49.59530258178711,13.54643726348877,157.51702880859375,0.22425127029418945,0.02381899580359459,-0.42936888337135315,-0.8745207786560059
0.9199999570846558,0.22986023128032684,-0.747058629989624,-0.6487343907356262,-4.814858913421631,7.372559070587158,-0.10539122670888901,0.0,0.0,0.0,49.56053924560547,13.595056533813477,157.57403564453125,0.2239731103181839,0.024479873478412628,-0.42914536595344543,-0.8746834993362427
0.9300000071525574,0.22127918899059296,-0.7413843870162964,-0.6754242777824402,6.909363746643066,-0.6789736747741699,0.11696318536996841,0.0,0.0,0.0,49.62856674194336,13.589775085449219,157.5695037841797,0.2240043729543686,0.024288665503263474,-0.4296596348285675,-0.8744282126426697
0.9399999976158142,0.22991330921649933,-0.7533067464828491,-0.6788114309310913,49.634552001953125,-6.1571197509765625,-3.8953704833984375,0.0,0.0,0.0,50.10747528076172,13.579865455627441,157.49525451660156,0.22463546693325043,0.02299436181783676,-0.4333144426345825,-0.872495710849762
0.949999988079071,0.2433820366859436,-0.769523024559021,-0.6608617901802063,101.21397399902344,-11.575772285461426,-7.219336032867432,0.0,0.0,0.0,51.08157730102539,13.562039375305176,157.35484313964844,0.2258250117301941,0.020405802875757217,-0.4407214820384979,-0.8685340285301208
0.9599999785423279,0.2300882339477539,-0.7735565900802612,-0.6283551454544067,151.54110717773438,-14.324135780334473,-10.583169937133789,0.0,0.0,0.0,52.55406951904297,13.556689262390137,157.17178344726562,0.22742755711078644,0.0167392548173666,-0.45186689496040344,-0.8624458909034729
0.9699999690055847,0.22620080411434174,-0.7756369113922119,-0.6437739133834839,192.7435302734375,-12.379765510559082,-17.03433609008789,0.0,0.0,0.0,54.43303298950195,13.619786262512207,156.9653778076172,0.22944441437721252,0.012651127763092518,-0.4660376012325287,-0.8544028401374817
0.9799999594688416,0.2497890591621399,-0.8203675150871277,-0.6493300795555115,239.62936401367188,-6.977958679199219,-19.136104583740234,0.0,0.0,0.0,56.78895950317383,13.738051414489746,156.79476928710938,0.2313687950372696,0.008106500841677189,-0.4836391508579254,-0.8440947532653809
0.9899999499320984,0.22088707983493805,-0.8046426773071289,-0.5095533132553101,258.9805603027344,8.981694221496582,-16.270231246948242,0.0,0.0,0.0,59.376441955566406,13.923182487487793,156.78506469726562,0.23230759799480438,0.004222111776471138,-0.5027601718902588,-0.8326148986816406
1.0,0.23599845170974731,-0.8176058530807495,-0.4485183358192444,226.70668029785156,17.521940231323242,-14.596565246582031,0.0,0.0,0.0,61.663169860839844,14.135488510131836,156.86817932128906,0.2326333224773407,0.0015326105058193207,-0.519477367401123,-0.8222060203552246
1.0099999904632568,0.22873416543006897,-0.8202458620071411,-0.4537476897239685,179.2827606201172,10.9044828414917,-13.21760368347168,0.0,0.0,0.0,63.465049743652344,14.303295135498047,156.90516662597656,0.23308388888835907,-0.0007236391538754106,-0.53249591588974,-0.8137072920799255
1.0199999809265137,0.21924424171447754,-0.8287153244018555,-0.4305613040924072,146.10716247558594,-0.7627034187316895,-15.583168983459473,0.0,0.0,0.0,64.90697479248047,14.44046401977539,156.8280792236328,0.23419804871082306,-0.00302365911193192,-0.5428124666213989,-0.8065338134765625
1.0299999713897705,0.21511369943618774,-0.8420306444168091,-0.4109644889831543,134.15130615234375,-2.768320083618164,-20.478050231933594,0.0,0.0,0.0,66.22003936767578,14.61543083190918,156.7146453857422,0.2357177585363388,-0.004989554174244404,-0.5521652102470398,-0.7997035980224609
