epoch,accuracy,loss,val_accuracy,val_loss
0,0.10736392438411713,2.2022809982299805,0.1807228922843933,2.197608232498169
1,0.1161152645945549,2.1996243000030518,0.09638553857803345,2.1985442638397217
2,0.10885805636644363,2.1985270977020264,0.09638553857803345,2.1981887817382812
3,0.11483457684516907,2.1975200176239014,0.15662650763988495,2.198246717453003
4,0.11867662519216537,2.196895122528076,0.10843373835086823,2.197667360305786
5,0.11526147276163101,2.194474458694458,0.10843373835086823,2.1983277797698975
6,0.11889007687568665,2.1948630809783936,0.10843373835086823,2.198259115219116
7,0.12657417356967926,2.1935393810272217,0.10843373835086823,2.198115110397339
8,0.1255069375038147,2.1916615962982178,0.10843373835086823,2.197261095046997
9,0.13425827026367188,2.1891438961029053,0.09638553857803345,2.1966469287872314
10,0.12508004903793335,2.1917920112609863,0.09638553857803345,2.195265054702759
11,0.12998932600021362,2.187711477279663,0.10843373835086823,2.19347882270813
12,0.14300960302352905,2.183237075805664,0.1204819306731224,2.191991090774536
13,0.15005336701869965,2.1811530590057373,0.1204819306731224,2.1918118000030518
14,0.14919957518577576,2.1766483783721924,0.16867469251155853,2.1901071071624756
15,0.16392742097377777,2.169748306274414,0.16867469251155853,2.188319683074951
16,0.17246530950069427,2.16298246383667,0.1325301229953766,2.1886751651763916
17,0.18335111439228058,2.1546359062194824,0.22891566157341003,2.1827445030212402
18,0.17716115713119507,2.1441776752471924,0.2530120611190796,2.1771156787872314
19,0.1807897537946701,2.1404221057891846,0.16867469251155853,2.1707944869995117
20,0.1972251832485199,2.1250128746032715,0.08433734625577927,2.163393020629883
21,0.21216648817062378,2.107637882232666,0.08433734625577927,2.150996685028076
22,0.2027748078107834,2.0997474193573,0.09638553857803345,2.135333299636841
23,0.2113126963376999,2.0824625492095947,0.15662650763988495,2.122069835662842
24,0.22945570945739746,2.054312229156494,0.15662650763988495,2.104965925216675
25,0.23116329312324524,2.0386550426483154,0.15662650763988495,2.094302177429199
26,0.241622194647789,2.0118374824523926,0.15662650763988495,2.061737537384033
27,0.24183563888072968,1.9860554933547974,0.15662650763988495,2.0436959266662598
28,0.24268943071365356,1.9651185274124146,0.1927710771560669,2.011202096939087
29,0.2527214586734772,1.940769076347351,0.14457830786705017,1.981266975402832
30,0.27321237325668335,1.9009058475494385,0.16867469251155853,1.9668256044387817
31,0.2710779011249542,1.8733770847320557,0.22891566157341003,1.9239141941070557
32,0.26915687322616577,1.8558878898620605,0.2650602459907532,1.8972434997558594
33,0.28495198488235474,1.8286454677581787,0.3132530152797699,1.864559531211853
34,0.283884733915329,1.8077235221862793,0.2530120611190796,1.8557214736938477
35,0.30501601099967957,1.7756297588348389,0.2650602459907532,1.8532220125198364
36,0.30117395520210266,1.7532527446746826,0.27710843086242676,1.8033050298690796
37,0.3116328716278076,1.7326490879058838,0.22891566157341003,1.8001794815063477
38,0.3227321207523346,1.713671088218689,0.22891566157341003,1.7901211977005005
39,0.3210245370864868,1.7107887268066406,0.1927710771560669,1.7514207363128662
40,0.3310565650463104,1.6785988807678223,0.1807228922843933,1.743766188621521
41,0.34172892570495605,1.65458083152771,0.1927710771560669,1.7313611507415771
42,0.3453575372695923,1.636138916015625,0.1927710771560669,1.7097747325897217
43,0.34557098150253296,1.6207867860794067,0.2650602459907532,1.6946251392364502
44,0.37075772881507874,1.592568278312683,0.2530120611190796,1.6652967929840088
45,0.3756670355796814,1.5713425874710083,0.3012048304080963,1.6594370603561401
46,0.3795090615749359,1.5548710823059082,0.3012048304080963,1.638703465461731
47,0.39210245013237,1.537977695465088,0.34939759969711304,1.5895649194717407
48,0.4083244502544403,1.5024025440216064,0.39759036898612976,1.570198655128479
49,0.4061899781227112,1.4878681898117065,0.33734938502311707,1.5287266969680786
50,0.42369264364242554,1.4618233442306519,0.39759036898612976,1.5672167539596558
51,0.4249733090400696,1.448762059211731,0.46987950801849365,1.450832724571228
52,0.45229455828666687,1.415281057357788,0.45783132314682007,1.4712754487991333
53,0.45635005831718445,1.40863835811615,0.6024096608161926,1.411324143409729
54,0.466168612241745,1.3776618242263794,0.5301204919815063,1.4171507358551025
55,0.4740661680698395,1.368150234222412,0.6024096608161926,1.370629906654358
56,0.47982925176620483,1.339326024055481,0.6024096608161926,1.35871422290802
57,0.49007469415664673,1.3240090608596802,0.6024096608161926,1.3322713375091553
58,0.510138750076294,1.2934813499450684,0.6144578456878662,1.2925083637237549
59,0.49989327788352966,1.2872031927108765,0.6024096608161926,1.2798826694488525
60,0.5116328597068787,1.2759689092636108,0.6626505851745605,1.2208445072174072
61,0.5191035270690918,1.261228322982788,0.6385542154312134,1.2130472660064697
62,0.5321238040924072,1.2340728044509888,0.6024096608161926,1.211936593055725
63,0.5314834713935852,1.2302794456481934,0.6746987700462341,1.1683428287506104
64,0.5374599695205688,1.1988338232040405,0.6265060305595398,1.1298774480819702
65,0.5534685254096985,1.186745047569275,0.6385542154312134,1.1241661310195923
66,0.5615795254707336,1.1652734279632568,0.6385542154312134,1.1074239015579224
67,0.5598719120025635,1.1693572998046875,0.650602400302887,1.109618067741394
68,0.5575240254402161,1.1622302532196045,0.6987951993942261,1.0197468996047974
69,0.5716115236282349,1.1431151628494263,0.6746987700462341,1.0466206073760986
70,0.5662753582000732,1.1360687017440796,0.7108433842658997,1.0038779973983765
71,0.584845244884491,1.1257380247116089,0.7469879388809204,0.9972378015518188
72,0.5696905255317688,1.1235355138778687,0.6987951993942261,0.9794210195541382
73,0.5948772430419922,1.0957120656967163,0.6867470145225525,0.9684132933616638
74,0.5953041911125183,1.0818159580230713,0.650602400302887,0.9871447682380676
75,0.5863393545150757,1.087268590927124,0.7349397540092468,0.9130745530128479
76,0.5933831334114075,1.0740963220596313,0.7228915691375732,0.93170166015625
77,0.6000000238418579,1.0697484016418457,0.7228915691375732,0.9007276892662048
78,0.6042689681053162,1.0576072931289673,0.6746987700462341,0.9043377041816711
79,0.6096051335334778,1.062615156173706,0.7108433842658997,0.9002869129180908
80,0.6211312413215637,1.037305474281311,0.650602400302887,0.9149118661880493
81,0.6177161335945129,1.0288139581680298,0.7469879388809204,0.8633907437324524
82,0.6151547431945801,1.020178198814392,0.7108433842658997,0.895236074924469
83,0.6172892451286316,1.0174106359481812,0.650602400302887,0.9059029221534729
84,0.6108857989311218,1.0205742120742798,0.7469879388809204,0.838798999786377
85,0.6185699105262756,1.0145604610443115,0.7469879388809204,0.821194589138031
86,0.6279615759849548,1.0084296464920044,0.7469879388809204,0.8235507607460022
87,0.6185699105262756,1.0090590715408325,0.6867470145225525,0.8738642334938049
88,0.6268943548202515,0.9905346632003784,0.7469879388809204,0.8275834321975708
89,0.6115261316299438,1.0154364109039307,0.7469879388809204,0.8127239942550659
90,0.6292422413825989,0.9968972206115723,0.7349397540092468,0.8328487873077393
91,0.6386339664459229,0.9741014838218689,0.7469879388809204,0.8042738437652588
92,0.637353241443634,0.9801658987998962,0.7108433842658997,0.83407062292099
93,0.6426894068717957,0.9631873369216919,0.7469879388809204,0.7755860686302185
94,0.6501600742340088,0.9635526537895203,0.7469879388809204,0.7776013016700745
95,0.6512272953987122,0.9736723303794861,0.7469879388809204,0.816483736038208
96,0.6386339664459229,0.9644970297813416,0.7228915691375732,0.8308175206184387
97,0.6454642415046692,0.9526147246360779,0.6987951993942261,0.7795879244804382
98,0.6510138511657715,0.9566110372543335,0.7469879388809204,0.7943996787071228
99,0.6488794088363647,0.9441404342651367,0.7469879388809204,0.7622458934783936
100,0.658271074295044,0.92514568567276,0.7469879388809204,0.7882786989212036
101,0.653148353099823,0.9360529780387878,0.6987951993942261,0.784424364566803
102,0.6616862416267395,0.9315857291221619,0.8072289228439331,0.7427449226379395
103,0.6505869626998901,0.934726357460022,0.7469879388809204,0.7611324191093445
104,0.6631803512573242,0.9182725548744202,0.7108433842658997,0.7548236846923828
105,0.6668089628219604,0.9136139154434204,0.6987951993942261,0.7658768892288208
106,0.6593382954597473,0.9335178732872009,0.7469879388809204,0.7515085935592651
107,0.6657417416572571,0.9117141366004944,0.6987951993942261,0.7737469673156738
108,0.6651014089584351,0.8986683487892151,0.7469879388809204,0.7515592575073242
109,0.6554962396621704,0.9018274545669556,0.7349397540092468,0.7565866708755493
110,0.6768409609794617,0.9000301957130432,0.7349397540092468,0.7609087824821472
111,0.6655282974243164,0.8971620202064514,0.8433734774589539,0.7226426601409912
112,0.6738527417182922,0.8880379796028137,0.8433734774589539,0.7157644629478455
113,0.6546424627304077,0.9170199036598206,0.6867470145225525,0.7445333003997803
114,0.6633937954902649,0.8960626721382141,0.7469879388809204,0.7359617948532104
115,0.6883671283721924,0.8611729145050049,0.7108433842658997,0.7669839262962341
116,0.6683030724525452,0.8981453776359558,0.8433734774589539,0.7240205407142639
117,0.6729989051818848,0.8753914833068848,0.8313252925872803,0.7026179432868958
118,0.6764140725135803,0.8786517381668091,0.7710843086242676,0.7195700407028198
119,0.6823906302452087,0.8653621077537537,0.7710843086242676,0.7188040614128113
120,0.6847385168075562,0.8519393801689148,0.6987951993942261,0.7270392179489136
121,0.6887940168380737,0.8509911298751831,0.7710843086242676,0.7197332978248596
122,0.6806830167770386,0.8591895699501038,0.7349397540092468,0.7136886715888977
123,0.6887940168380737,0.8406664133071899,0.8192771077156067,0.6956746578216553
124,0.6785485744476318,0.8586632013320923,0.8072289228439331,0.7153167724609375
125,0.6939167380332947,0.8461329936981201,0.8313252925872803,0.6953282952308655
126,0.6894343495368958,0.8523275256156921,0.8554216623306274,0.7008357048034668
127,0.6990394592285156,0.8261264562606812,0.8192771077156067,0.7183302640914917
128,0.6905016303062439,0.8555127382278442,0.7710843086242676,0.7046505808830261
129,0.6981856822967529,0.8247660398483276,0.8313252925872803,0.699608325958252
130,0.6919957399368286,0.8484153151512146,0.8433734774589539,0.6866019368171692
131,0.6973319053649902,0.8309349417686462,0.7469879388809204,0.7320896983146667
132,0.6992529630661011,0.822272539138794,0.6987951993942261,0.7712081670761108
133,0.6902881264686584,0.8289963006973267,0.8433734774589539,0.6958380937576294
134,0.7048025727272034,0.8090460896492004,0.8313252925872803,0.6769908666610718
135,0.7009605169296265,0.8174523115158081,0.8433734774589539,0.6811335682868958
136,0.6998932957649231,0.8218202590942383,0.8192771077156067,0.6842538118362427
137,0.7037353515625,0.8063617944717407,0.7469879388809204,0.7306342124938965
138,0.6941301822662354,0.8175560235977173,0.8192771077156067,0.705482006072998
139,0.7069370150566101,0.8053253889083862,0.8554216623306274,0.6919345259666443
140,0.7097118496894836,0.8047154545783997,0.8433734774589539,0.7056065201759338
141,0.6975453495979309,0.8043617010116577,0.6746987700462341,0.7195054292678833
142,0.6981856822967529,0.804611325263977,0.7831325531005859,0.6964603662490845
143,0.705016016960144,0.8057408928871155,0.7349397540092468,0.7071475982666016
144,0.7178228497505188,0.7894282937049866,0.8674699068069458,0.6814108490943909
145,0.7169690728187561,0.7887566089630127,0.8072289228439331,0.6898704171180725
146,0.7152614593505859,0.7797551155090332,0.8192771077156067,0.6950986385345459
147,0.7173959612846375,0.7763317227363586,0.8674699068069458,0.6940386891365051
148,0.7223052382469177,0.7781519293785095,0.8554216623306274,0.6655420660972595
149,0.7244396805763245,0.7833443284034729,0.8072289228439331,0.7445475459098816
