2021-04-21 19:44:54,1
2021-04-21 20:12:46,1
2021-04-21 20:12:46,1
2021-04-21 20:12:46,1
2021-04-21 20:12:46,1
2021-04-21 20:17:19,1
2021-04-21 20:17:19,1
2021-04-21 20:17:20,1
2021-04-21 20:17:20,1
2021-04-21 20:23:45,1
2021-04-21 20:23:46,1
2021-04-21 20:23:46,1
2021-04-21 20:23:46,1
2021-04-21 20:29:44,1
2021-04-21 20:29:44,1
2021-04-21 20:31:05,1
2021-04-21 20:32:45,1
2021-04-21 20:32:46,1
2021-04-21 20:32:47,1
2021-04-21 20:32:47,1
2021-04-21 20:32:47,1
2021-04-21 20:33:32,1
2021-04-21 20:33:32,1
2021-04-21 20:33:32,1
2021-04-21 20:37:56,1
2021-04-21 20:37:59,1
2021-04-21 20:38:00,1
2021-04-21 20:38:01,1
2021-04-21 20:38:03,1
2021-04-21 20:38:03,1
2021-04-21 20:38:05,1
2021-04-21 20:38:05,1
2021-04-21 20:43:58,1
2021-04-21 20:43:59,1
2021-04-21 20:43:59,1
2021-04-21 20:44:01,1
2021-04-21 20:44:02,1
2021-04-21 20:44:03,1
2021-04-21 20:44:03,1
2021-04-21 20:44:04,1
2021-04-21 20:44:06,1
2021-04-21 20:44:07,1
2021-04-21 20:44:08,1
2021-04-21 20:44:13,1
2021-04-21 20:44:13,1
2021-04-21 20:44:13,1
2021-04-21 20:44:14,1
2021-04-21 20:44:14,1
2021-04-21 20:44:14,1
2021-04-21 20:44:14,1
2021-04-21 20:44:15,1
2021-04-21 20:44:15,1
2021-04-21 20:44:16,1
2021-04-21 20:44:16,1
2021-04-21 20:44:16,1
2021-04-21 21:03:22,1
2021-04-21 21:03:23,1
2021-04-21 21:03:23,1
2021-04-21 21:03:23,1
2021-04-21 21:03:23,1
2021-04-21 21:03:23,1
