2021-03-10 15:25:50,1
2021-03-10 15:25:51,1
2021-03-10 15:25:52,1
2021-03-10 15:25:53,1
2021-03-10 15:25:54,1
2021-03-10 15:25:55,1
2021-03-10 15:25:56,1
2021-03-10 15:25:57,1
2021-03-10 15:25:57,0
2021-03-10 15:25:59,0
2021-03-10 15:25:59,0
2021-03-10 15:26:01,0
2021-03-10 15:26:02,0
2021-03-10 15:26:03,0
2021-03-10 15:26:04,1
2021-03-10 15:26:04,1
2021-03-10 15:26:06,1
2021-03-10 15:26:07,1
2021-03-10 15:26:08,1
2021-03-10 15:26:09,1
2021-03-10 15:26:09,1
2021-03-10 15:26:11,3
2021-03-10 15:26:12,3
2021-03-10 15:26:13,3
2021-03-10 15:26:14,3
2021-03-10 15:26:14,3
2021-03-10 15:26:15,3
2021-03-10 15:26:17,4
2021-03-10 15:26:17,4
2021-03-10 15:26:19,4
2021-03-10 15:26:20,4
2021-03-10 15:26:21,4
2021-03-10 15:26:21,4
2021-03-10 15:26:23,4
2021-03-10 15:26:24,4
2021-03-10 15:26:25,1
2021-03-10 15:26:25,1
2021-03-10 15:26:27,1
2021-03-10 15:26:27,1
2021-03-10 15:26:29,1
2021-03-10 15:26:30,1
2021-03-10 15:26:30,1
2021-03-10 15:26:31,1
2021-03-10 15:26:33,1
2021-03-10 15:26:34,1
2021-03-10 15:26:35,1
2021-03-10 15:26:35,1
2021-03-10 15:26:37,5
2021-03-10 15:26:38,5
2021-03-10 15:26:39,5
2021-03-10 15:26:39,5
2021-03-10 15:26:41,5
2021-03-10 15:26:41,5
2021-03-10 15:26:42,5
2021-03-10 15:26:44,5
2021-03-10 15:26:45,5
2021-03-10 15:26:46,5
2021-03-10 15:26:46,5
2021-03-10 15:26:47,5
2021-03-10 15:26:49,5
2021-03-10 15:26:50,1
2021-03-10 15:26:51,1
2021-03-10 15:26:52,1
2021-03-10 15:26:53,1
2021-03-10 15:26:53,1
2021-03-10 15:26:55,1
2021-03-10 15:26:55,1
2021-03-10 15:26:56,1
2021-03-10 15:26:58,1
2021-03-10 15:26:59,1
2021-03-10 15:26:59,1
2021-03-10 15:27:01,6
2021-03-10 15:27:02,6
2021-03-10 15:27:03,6
2021-03-10 15:27:03,6
2021-03-10 15:27:05,6
2021-03-10 15:27:06,6
2021-03-10 15:27:07,6
2021-03-10 15:27:08,6
2021-03-10 15:27:09,6
2021-03-10 15:27:10,6
2021-03-10 15:27:10,6
2021-03-10 15:27:12,6
2021-03-10 15:27:13,6
2021-03-10 15:27:14,6
2021-03-10 15:27:15,6
2021-03-10 15:27:16,6
2021-03-10 15:27:17,6
2021-03-10 15:27:18,6
2021-03-10 15:27:19,6
2021-03-10 15:27:20,6
2021-03-10 15:27:21,6
2021-03-10 15:27:22,6
