Timestamp,a_x,a_y,a_z,g_x,g_y,g_z,w_x,w_y,w_z,r_x,r_y,r_z,q_w,q_x,q_y,q_z
813.75,0.04706049710512161,-0.6860034465789795,-0.7320733666419983,0.6376497149467468,0.09947070479393005,-0.0074039604514837265,0.0,0.0,0.0,46.7762451171875,2.0709736347198486,-29.01020622253418,0.886639416217804,-0.3883965015411377,0.08335012197494507,0.23679469525814056
813.760009765625,0.04593927413225174,-0.6812669038772583,-0.730843722820282,0.16831091046333313,0.06485936045646667,0.20247334241867065,0.0,0.0,0.0,46.77799606323242,2.069941759109497,-29.008344650268555,0.8866382837295532,-0.3884093463420868,0.08335543423891068,0.23677556216716766
813.7699584960938,0.04407829791307449,-0.6832709908485413,-0.7322791814804077,0.13548798859119415,0.04334839805960655,-0.059034716337919235,0.0,0.0,0.0,46.77934265136719,2.070667266845703,-29.00843048095703,0.8866328001022339,-0.38842111825942993,0.08335287123918533,0.2367776483297348
813.7799682617188,0.041417196393013,-0.6859285235404968,-0.732549786567688,-0.18263444304466248,-0.23166634142398834,-0.17236579954624176,0.0,0.0,0.0,46.777408599853516,2.0703368186950684,-29.011302947998047,0.8866337537765503,-0.38840341567993164,0.0833611711859703,0.2368001639842987
813.7899780273438,0.042085014283657074,-0.6868643760681152,-0.7331528067588806,-0.30601006746292114,-0.6167011260986328,-0.18007756769657135,0.0,0.0,0.0,46.77413558959961,2.0674242973327637,-29.01702880859375,0.8866358995437622,-0.38836827874183655,0.08339644968509674,0.23683719336986542
813.7999877929688,0.045333996415138245,-0.6870017051696777,-0.731317937374115,-0.14783990383148193,-0.519249677658081,-0.02633085660636425,0.0,0.0,0.0,46.608192443847656,2.0962274074554443,-29.05085563659668,0.8870984315872192,-0.3871155083179474,0.08294377475976944,0.23731482028961182
813.8099975585938,0.047808706760406494,-0.6842969059944153,-0.7301639914512634,-0.16835178434848785,-0.2673361897468567,0.17802563309669495,0.0,0.0,0.0,46.60647201538086,2.093095064163208,-29.051576614379883,0.8871059417724609,-0.3870956003665924,0.08296699821949005,0.23731128871440887
813.8200073242188,0.049244225025177,-0.6839296221733093,-0.730756402015686,-0.09968546777963638,0.09273162484169006,0.3266833424568176,0.0,0.0,0.0,46.605587005615234,2.0913591384887695,-29.048656463623047,0.8871167302131653,-0.3870874345302582,0.08296878635883331,0.2372835874557495
813.8299560546875,0.049356043338775635,-0.6815282106399536,-0.7326337695121765,-0.10016143321990967,0.1434890776872635,0.3605189323425293,0.0,0.0,0.0,46.60470199584961,2.089723825454712,-29.045135498046875,0.8871286511421204,-0.38707998394966125,0.08296778053045273,0.23725156486034393
813.8399658203125,0.04679318889975548,-0.6815347075462341,-0.7314569354057312,-0.17028211057186127,0.2547970414161682,0.2362525314092636,0.0,0.0,0.0,46.603126525878906,2.089754819869995,-29.04165267944336,0.8871411681175232,-0.38707032799720764,0.08295249938964844,0.23722584545612335
813.8499755859375,0.04621840640902519,-0.6848517656326294,-0.7292124032974243,0.029074955731630325,-0.22168178856372833,-0.017139706760644913,0.0,0.0,0.0,46.394466400146484,2.1380205154418945,-29.09440803527832,0.887686550617218,-0.38551053404808044,0.08232241123914719,0.23794399201869965
813.8599853515625,0.046971119940280914,-0.6864081621170044,-0.7290722727775574,0.36579111218452454,-0.2971281111240387,0.10389888286590576,0.0,0.0,0.0,46.398075103759766,2.1352181434631348,-29.095842361450195,0.8876742720603943,-0.3855319619178772,0.0823565274477005,0.23794330656528473
813.8699951171875,0.04570324346423149,-0.6838852763175964,-0.728668749332428,0.27691248059272766,-0.2263851761817932,0.08563040941953659,0.0,0.0,0.0,46.40080261230469,2.1330370903015137,-29.096895217895508,0.8876650929450989,-0.38554811477661133,0.0823827013373375,0.23794230818748474
813.8800048828125,0.046212028712034225,-0.6820786595344543,-0.7314751148223877,0.2581816017627716,-0.3554888963699341,0.21110394597053528,0.0,0.0,0.0,46.403343200683594,2.129056453704834,-29.09801483154297,0.8876582384109497,-0.38555920124053955,0.08242269605398178,0.23793604969978333
813.8899536132812,0.04642351716756821,-0.6812498569488525,-0.7301716804504395,-0.23937037587165833,-0.23159070312976837,0.1603814661502838,0.0,0.0,0.0,46.40092468261719,2.1262965202331543,-29.098588943481445,0.8876678943634033,-0.3855346441268921,0.0824410691857338,0.23793314397335052
813.8999633789062,0.050235431641340256,-0.6857740879058838,-0.7298019528388977,-0.3823186755180359,-0.07611068338155746,0.19315774738788605,0.0,0.0,0.0,46.15257263183594,2.2149319648742676,-29.206512451171875,0.8881872892379761,-0.3837064206600189,0.08159652352333069,0.23923788964748383
813.9099731445312,0.05040126293897629,-0.6903427243232727,-0.7311826348304749,-0.31124448776245117,0.40276020765304565,0.07683392614126205,0.0,0.0,0.0,46.149593353271484,2.2171692848205566,-29.20306968688965,0.8882022500038147,-0.38369020819664,0.0815613865852356,0.23922069370746613
813.9199829101562,0.04620988294482231,-0.6913795471191406,-0.7278507947921753,0.007013997994363308,0.6962106823921204,0.17226353287696838,0.0,0.0,0.0,46.149906158447266,2.220750570297241,-29.19685173034668,0.8882105350494385,-0.3837040364742279,0.08151333034038544,0.23918397724628448
813.9299926757812,0.04030969366431236,-0.6864616870880127,-0.7237733602523804,0.4509175419807434,0.5528048872947693,0.2588837146759033,0.0,0.0,0.0,46.154632568359375,2.222712278366089,-29.191064834594727,0.8882047533988953,-0.3837486207485199,0.08148854970932007,0.23914216458797455
813.9400024414062,0.04008470103144646,-0.681896448135376,-0.729606568813324,0.05802193656563759,0.08138884603977203,0.5528233051300049,0.0,0.0,0.0,46.15538024902344,2.219287633895874,-29.186647415161133,0.8882150053977966,-0.38375088572502136,0.08150197565555573,0.23909619450569153
813.9500122070312,0.044391438364982605,-0.6802862882614136,-0.7308515310287476,-0.20563741028308868,-0.755198061466217,0.4691043198108673,0.0,0.0,0.0,46.09613037109375,2.2186601161956787,-29.194293975830078,0.8883978724479675,-0.38328489661216736,0.0814087986946106,0.23919551074504852
813.9599609375,0.04661811888217926,-0.6831979155540466,-0.7282189726829529,-0.46682003140449524,-1.1179172992706299,0.02499345690011978,0.0,0.0,0.0,46.09116744995117,2.2107293605804443,-29.20218276977539,0.8884060382843018,-0.3832252621650696,0.08148656785488129,0.2392342984676361
813.969970703125,0.04936065152287483,-0.6849941611289978,-0.7307565212249756,-0.9241644740104675,-1.6084604263305664,-0.3270326852798462,0.0,0.0,0.0,46.081398010253906,2.201929807662964,-29.216047286987305,0.8884186148643494,-0.38312235474586487,0.08158102631568909,0.23931998014450073
813.97998046875,0.05033009126782417,-0.6884191632270813,-0.7335312366485596,-1.1361186504364014,-1.513290286064148,-0.4846199154853821,0.0,0.0,0.0,46.06949996948242,2.1949260234832764,-29.230321884155273,0.8884357213973999,-0.3830062747001648,0.08165844529867172,0.23941628634929657
