Timestamp,a_x,a_y,a_z,g_x,g_y,g_z
209.88999938964844,0.006908020470291376,0.004878588952124119,-0.9992824792861938,-0.08973895758390427,-0.09383610635995865,-0.01682078093290329
209.89999389648438,0.010393399745225906,0.007609277032315731,-0.9955483078956604,0.019353115931153297,-0.005158661864697933,0.0619574673473835
209.9099884033203,0.009926700964570045,0.00801068264991045,-0.996088981628418,0.05429413914680481,0.06512552499771118,0.04572751745581627
209.9199981689453,0.00912591814994812,0.008240952156484127,-0.995903730392456,0.001852924469858408,-0.021972540766000748,0.009277916513383389
209.92999267578125,0.008407099172472954,0.006510050036013126,-0.9962929487228394,-0.03500741720199585,0.117920882999897,-0.004276007413864136
209.94000244140625,0.007382495794445276,0.005043593235313892,-0.9950091242790222,0.001764624728821218,-0.0040103718638420105,-0.025275958701968193
209.9499969482422,0.007222721818834543,0.003411269746720791,-0.9926348924636841,-0.08785969018936157,0.06528302282094955,-0.004870820790529251
209.95999145507812,0.005515300203114748,0.003084181807935238,-1.0008955001831055,-0.016302961856126785,0.012659870088100433,0.027874326333403587
209.97000122070312,0.006376802455633879,0.0017109410837292671,-0.9945108890533447,-0.14154425263404846,0.10001581907272339,-0.003297443501651287
209.97999572753906,0.004634803626686335,0.0016260333359241486,-0.9914469718933105,0.0014809274580329657,0.01273169182240963,0.02763894572854042
209.989990234375,0.004776583518832922,0.002383769489824772,-0.9927107691764832,-0.11440137028694153,-0.006308274809271097,-0.010112259536981583
210.0,0.005091118160635233,0.003146873787045479,-0.998375415802002,0.11737679690122604,-0.075759157538414,0.020080944523215294
210.00999450683594,0.0038270209915935993,0.0049209026619791985,-0.9925227165222168,0.02721402421593666,0.04571260139346123,0.05928077548742294
210.01998901367188,0.0066383532248437405,0.005950075574219227,-0.9937518239021301,-0.06175460293889046,0.06355968862771988,0.008409969508647919
210.02999877929688,0.00807340070605278,0.0061413561925292015,-0.9962679743766785,-0.008374020457267761,0.0824693962931633,-0.07933129370212555
210.0399932861328,0.010213961824774742,0.006820042617619038,-0.9970772862434387,0.06319286674261093,0.011396030895411968,0.022955236956477165
210.04998779296875,0.010677482932806015,0.006943018175661564,-0.9954971671104431,-0.007981745526194572,0.01086471974849701,0.041390471160411835
210.05999755859375,0.00841469131410122,0.0063417041674256325,-0.994110107421875,0.00988029781728983,0.011424588970839977,0.006167571991682053
210.0699920654297,0.00900864228606224,0.005046644248068333,-0.9957372546195984,-0.0966174528002739,-0.006236456334590912,-0.010347600094974041
210.0800018310547,0.006851840298622847,0.005769197829067707,-0.9951202273368835,-0.007531600072979927,-0.023351473733782768,-0.011958072893321514
210.08999633789062,0.005577449221163988,0.004330670461058617,-0.9952625036239624,0.0131845623254776,0.005608697421848774,0.042208872735500336
210.09999084472656,0.003890528343617916,0.004155193455517292,-0.9950224757194519,-0.03942173719406128,0.056771744042634964,-0.007914149202406406
210.11000061035156,0.004710084293037653,0.002588069997727871,-0.9937701225280762,0.06824122369289398,-0.04788612946867943,0.005565599538385868
210.1199951171875,0.006053649354726076,0.0033850939944386482,-0.9934245347976685,0.049918897449970245,0.004220422822982073,0.02459564432501793
210.12998962402344,0.007600265089422464,0.0024302667006850243,-0.9934380054473877,-0.1463305652141571,0.07357092201709747,0.011425456032156944
210.13999938964844,0.007511472795158625,0.004498408176004887,-0.9950169324874878,-0.02147139422595501,0.039369434118270874,-0.00858313962817192
210.14999389648438,0.008693581447005272,0.0057145217433571815,-0.9958794116973877,-0.021471405401825905,0.039369434118270874,-0.00858313962817192
210.1599884033203,0.0073029897175729275,0.006763818673789501,-0.994529128074646,0.17519927024841309,-0.08289150148630142,0.038273636251688004
210.1699981689453,0.007929312065243721,0.005901486612856388,-0.9936612248420715,0.014223750680685043,0.021794931963086128,0.008006252348423004
210.17999267578125,0.008262673392891884,0.00593904871493578,-0.9952389001846313,-0.003315527690574527,0.004737024195492268,-0.027179531753063202
210.19000244140625,0.008537694811820984,0.005841461010277271,-0.9962115287780762,0.013726001605391502,0.01665838249027729,0.00405808025971055
210.1999969482422,0.007411876227706671,0.005276407115161419,-0.9945201277732849,-0.004428258165717125,-0.006268125493079424,0.017405420541763306
